name,level,score,customer_id,analysis_id,skill_type
Firebase,Beginner,50.0,19,1760430218242,technical_skills
CRM systems,Intermediate,60.0,19,1760430218242,technical_skills
SQL,Beginner,40.0,19,1760430363155,technical_skills
API integration,Intermediate,60.0,19,1760430363155,technical_skills
Firebase,Intermediate,60.0,19,1760430363155,technical_skills
CRM systems,Advanced,70.0,19,1760430363155,technical_skills
JIRA,Advanced,80.0,19,1760430363155,technical_skills
Confluence,Advanced,75.0,19,1760430363155,technical_skills
Figma,Intermediate,65.0,19,1760430363155,technical_skills
Miro,Intermediate,65.0,19,1760430363155,technical_skills
MS Visio,Intermediate,60.0,19,1760430363155,technical_skills
Trello,Advanced,80.0,19,1760430363155,technical_skills
MS Office Suite,Advanced,85.0,19,1760430363155,technical_skills
ReactJS,Expert,90.0,20,1760435526983,technical_skills
Java (Spring Boot),Expert,90.0,20,1760435526983,technical_skills
Node.js,Advanced,80.0,20,1760435526983,technical_skills
AWS,Advanced,80.0,20,1760435526983,technical_skills
Docker,Intermediate,75.0,20,1760435526983,technical_skills
Jenkins,Intermediate,70.0,20,1760435526983,technical_skills
Git,Advanced,85.0,20,1760435526983,technical_skills
JavaScript (ES6+),Advanced,85.0,20,1760435526983,technical_skills
MongoDB,Intermediate,75.0,20,1760435526983,technical_skills
MySQL,Intermediate,75.0,20,1760435526983,technical_skills
PostgreSQL,Intermediate,70.0,20,1760435526983,technical_skills
Express,Intermediate,75.0,20,1760435526983,technical_skills
CSS3,Intermediate,80.0,20,1760435526983,technical_skills
HTML5,Intermediate,80.0,20,1760435526983,technical_skills
SQL,Beginner,75.0,19,1760438271930,technical_skills
API integration,Intermediate,80.0,19,1760438271930,technical_skills
Firebase,Intermediate,75.0,19,1760438271930,technical_skills
CRM systems,Intermediate,80.0,19,1760438271930,technical_skills
JIRA,Advanced,90.0,19,1760438271930,technical_skills
Confluence,Advanced,90.0,19,1760438271930,technical_skills
Figma,Intermediate,80.0,19,1760438271930,technical_skills
Miro,Intermediate,80.0,19,1760438271930,technical_skills
MS Visio,Intermediate,80.0,19,1760438271930,technical_skills
Trello,Intermediate,80.0,19,1760438271930,technical_skills
MS Office Suite,Advanced,90.0,19,1760438271930,technical_skills
Selenium,Expert,90.0,21,1760438794842,technical_skills
Appium,Advanced,85.0,21,1760438794842,technical_skills
Cypress,Advanced,80.0,21,1760438794842,technical_skills
JUnit,Advanced,80.0,21,1760438794842,technical_skills
TestNG,Advanced,80.0,21,1760438794842,technical_skills
Java,Advanced,75.0,21,1760438794842,technical_skills
Python,Intermediate,60.0,21,1760438794842,technical_skills
JavaScript,Intermediate,60.0,21,1760438794842,technical_skills
JIRA,Advanced,80.0,21,1760438794842,technical_skills
TestRail,Advanced,80.0,21,1760438794842,technical_skills
Postman,Advanced,80.0,21,1760438794842,technical_skills
JMeter,Advanced,80.0,21,1760438794842,technical_skills
Agile,Advanced,85.0,21,1760438794842,technical_skills
Scrum,Advanced,85.0,21,1760438794842,technical_skills
Waterfall,Advanced,75.0,21,1760438794842,technical_skills
SQL,Intermediate,60.0,21,1760438794842,technical_skills
JIRA,Advanced,85.0,19,1760502219404,technical_skills
Confluence,Advanced,85.0,19,1760502219404,technical_skills
Figma,Advanced,80.0,19,1760502219404,technical_skills
Miro,Advanced,80.0,19,1760502219404,technical_skills
MS Visio,Advanced,75.0,19,1760502219404,technical_skills
Trello,Advanced,75.0,19,1760502219404,technical_skills
MS Office Suite,Advanced,75.0,19,1760502219404,technical_skills
SQL (basic queries),Beginner,30.0,19,1760502219404,technical_skills
API integration knowledge,Intermediate,60.0,19,1760502219404,technical_skills
Firebase,Intermediate,60.0,19,1760502219404,technical_skills
CRM systems,Intermediate,60.0,19,1760502219404,technical_skills
Technology proficiency,Intermediate,60.0,22,1760582645660,technical_skills
Manual Testing,Expert,95.0,10,1760600776245,technical_skills
Automated Testing,Expert,90.0,10,1760600776245,technical_skills
Selenium,Advanced,80.0,10,1760600776245,technical_skills
TestNG,Intermediate,70.0,10,1760600776245,technical_skills
JUnit,Intermediate,70.0,10,1760600776245,technical_skills
API Testing,Advanced,80.0,10,1760600776245,technical_skills
Postman,Advanced,80.0,10,1760600776245,technical_skills
REST Assured,Intermediate,75.0,10,1760600776245,technical_skills
TestRail,Intermediate,70.0,10,1760600776245,technical_skills
Jira,Advanced,85.0,10,1760600776245,technical_skills
Git,Advanced,85.0,10,1760600776245,technical_skills
GitHub,Advanced,85.0,10,1760600776245,technical_skills
Jenkins,Intermediate,75.0,10,1760600776245,technical_skills
MySQL,Intermediate,70.0,10,1760600776245,technical_skills
MongoDB,Intermediate,70.0,10,1760600776245,technical_skills
Agile/Scrum,Advanced,80.0,10,1760600776245,technical_skills
Apache Spark,Expert,90.0,5,1760601722266,technical_skills
Hadoop,Advanced,75.0,5,1760601722266,technical_skills
Kafka,Advanced,70.0,5,1760601722266,technical_skills
Airflow,Advanced,80.0,5,1760601722266,technical_skills
Talend,Intermediate,60.0,5,1760601722266,technical_skills
Amazon Redshift,Advanced,85.0,5,1760601722266,technical_skills
Google BigQuery,Intermediate,60.0,5,1760601722266,technical_skills
Snowflake,Intermediate,60.0,5,1760601722266,technical_skills
Python,Expert,90.0,5,1760601722266,technical_skills
Scala,Advanced,80.0,5,1760601722266,technical_skills
Java,Intermediate,65.0,5,1760601722266,technical_skills
SQL,Expert,90.0,5,1760601722266,technical_skills
"AWS (S3, EMR, Redshift)",Advanced,80.0,5,1760601722266,technical_skills
GCP,Intermediate,60.0,5,1760601722266,technical_skills
Azure,Intermediate,60.0,5,1760601722266,technical_skills
PostgreSQL,Advanced,80.0,5,1760601722266,technical_skills
MySQL,Advanced,80.0,5,1760601722266,technical_skills
MongoDB,Intermediate,60.0,5,1760601722266,technical_skills
Cassandra,Beginner,50.0,5,1760601722266,technical_skills
Docker,Intermediate,70.0,5,1760601722266,technical_skills
Git,Advanced,80.0,5,1760601722266,technical_skills
Jenkins,Intermediate,70.0,5,1760601722266,technical_skills
Opera PMS,Intermediate,70.0,24,1760603841007,technical_skills
Food & Beverage Management,Advanced,85.0,24,1760603841007,technical_skills
Budget Planning,Advanced,80.0,24,1760603841007,technical_skills
Human Resources Management,Intermediate,75.0,24,1760603841007,technical_skills
Python,Intermediate,70.0,25,1760603963379,technical_skills
PostgreSQL,Beginner,50.0,25,1760603963379,technical_skills
Data Analysis & Visualization,Intermediate,65.0,25,1760603963379,technical_skills
Figma,Beginner,50.0,25,1760603963379,technical_skills
Artificial Intelligence & Machine Learning,Beginner,40.0,25,1760603963379,technical_skills
Python,Intermediate,60.0,25,1760604049392,technical_skills
PostgreSQL,Intermediate,55.0,25,1760604049392,technical_skills
Data Analysis & Visualization,Intermediate,60.0,25,1760604049392,technical_skills
Figma,Beginner,40.0,25,1760604049392,technical_skills
Artificial Intelligence & Machine Learning,Beginner,45.0,25,1760604049392,technical_skills
Opera,Intermediate,70.0,24,1760604366886,technical_skills
Python,Intermediate,75.0,25,1760604683682,technical_skills
PostgreSQL,Intermediate,70.0,25,1760604683682,technical_skills
Data Analysis & Visualization,Intermediate,70.0,25,1760604683682,technical_skills
Figma,Beginner,50.0,25,1760604683682,technical_skills
Machine Learning,Beginner,50.0,25,1760604683682,technical_skills
Barista Training,Beginner,40.0,25,1760604683682,technical_skills
Media Relations,Expert,90.0,29,1760684989852,technical_skills
Event Management,Advanced,80.0,29,1760684989852,technical_skills
Crisis Communication,Advanced,85.0,29,1760684989852,technical_skills
Corporate Messaging,Advanced,80.0,29,1760684989852,technical_skills
Writing & Editing,Advanced,85.0,29,1760684989852,technical_skills
Microsoft Office,Advanced,80.0,30,1760688616787,technical_skills
Canva,Intermediate,70.0,30,1760688616787,technical_skills
Capcut,Intermediate,60.0,30,1760688616787,technical_skills
Microsoft Office,Advanced,80.0,31,1760688676646,technical_skills
"Design tools (Capcut, Canva, ibisPaint X, Picsart)",Intermediate,60.0,31,1760688676646,technical_skills
"Office IT (Word, Excel, PowerPoint)",Intermediate,70.0,32,1760688663808,technical_skills
"Canva, Photoshop, Illustrator",Intermediate,65.0,32,1760688663808,technical_skills
Premiere Video Editing,Intermediate,60.0,32,1760688663808,technical_skills
"AI Tool Usage (Gemini, Chat GPT)",Intermediate,70.0,32,1760688663808,technical_skills
"Microsoft Office Suite (Word, Excel, PowerPoint)",Advanced,85.0,33,1760688698580,technical_skills
Market Research & Competitor Analysis,Intermediate,70.0,33,1760688698580,technical_skills
"Design Tools (Canva, Photoshop, Illustrator, CapCut)",Intermediate,65.0,33,1760688698580,technical_skills
Microsoft Office,Expert,90.0,34,1760688700298,technical_skills
Social Media Management,Intermediate,75.0,34,1760688700298,technical_skills
Photography,Intermediate,70.0,34,1760688700298,technical_skills
Video Editing,Intermediate,65.0,34,1760688700298,technical_skills
Visual Design,Intermediate,60.0,34,1760688700298,technical_skills
Canva,Intermediate,60.0,35,1760688816460,technical_skills
"Microsoft Office (Word, Excel, PowerPoint)",Intermediate,65.0,35,1760688816460,technical_skills
Google Workspace,Intermediate,60.0,35,1760688816460,technical_skills
Photoshop,Beginner,50.0,35,1760688816460,technical_skills
Canva,Intermediate,60.0,36,1760688833742,technical_skills
Microsoft Word,Advanced,70.0,36,1760688833742,technical_skills
Microsoft Excel,Intermediate,60.0,36,1760688833742,technical_skills
Canva,Intermediate,65.0,36,1760688867445,technical_skills
Word,Intermediate,60.0,36,1760688867445,technical_skills
Excel,Intermediate,60.0,36,1760688867445,technical_skills
Canva,Intermediate,60.0,36,1760688898157,technical_skills
Word,Advanced,70.0,36,1760688898157,technical_skills
Excel,Advanced,75.0,36,1760688898157,technical_skills
Marketing Campaign Planning & Implementation,Beginner,40.0,38,1760688898082,technical_skills
Word,Beginner,30.0,38,1760688898082,technical_skills
Excel,Beginner,30.0,38,1760688898082,technical_skills
PowerPoint,Beginner,30.0,38,1760688898082,technical_skills
Video Editing,Intermediate,60.0,39,1760688894921,technical_skills
Content Writing,Intermediate,70.0,39,1760688894921,technical_skills
Design & Visual,Intermediate,60.0,39,1760688894921,technical_skills
Photography,Intermediate,60.0,39,1760688894921,technical_skills
Layout,Intermediate,50.0,39,1760688894921,technical_skills
Customer Service,Intermediate,60.0,39,1760688894921,technical_skills
Canva,Intermediate,80.0,40,1760688908663,technical_skills
Adobe Illustrator,Intermediate,75.0,40,1760688908663,technical_skills
CapCut,Intermediate,70.0,40,1760688908663,technical_skills
Microsoft Word,Intermediate,80.0,40,1760688908663,technical_skills
Microsoft Excel,Intermediate,80.0,40,1760688908663,technical_skills
Project management,Intermediate,60.0,41,1760688924773,technical_skills
Marketing skill,Intermediate,60.0,41,1760688924773,technical_skills
Advertising staff,Beginner,40.0,41,1760688924773,technical_skills
Customer service,Intermediate,50.0,41,1760688924773,technical_skills
Regulatory,Beginner,40.0,41,1760688924773,technical_skills
Microsoft Office Suite,Advanced,80.0,42,1760688938599,technical_skills
CapCut,Intermediate,65.0,42,1760688938599,technical_skills
Photoshop,Intermediate,65.0,42,1760688938599,technical_skills
Canva,Advanced,75.0,42,1760688938599,technical_skills
Social media content writing,Advanced,75.0,42,1760688938599,technical_skills
ChatGPT,Intermediate,60.0,42,1760688938599,technical_skills
Gemini,Intermediate,60.0,42,1760688938599,technical_skills
Market Research,Intermediate,70.0,43,1760688951069,technical_skills
Branding Strategy,Intermediate,65.0,43,1760688951069,technical_skills
Social Media Content Creation,Intermediate,70.0,43,1760688951069,technical_skills
Livestream Hosting,Intermediate,65.0,43,1760688951069,technical_skills
Office Technology,Intermediate,70.0,44,1760688965820,technical_skills
Filming and photography,Intermediate,60.0,44,1760688965820,technical_skills
Edit video,Intermediate,60.0,44,1760688965820,technical_skills
Design and slide making,Intermediate,65.0,44,1760688965820,technical_skills
MS Office,Advanced,85.0,45,1760688976521,technical_skills
Design (video editing),Intermediate,60.0,45,1760688976521,technical_skills
AI usage,Beginner,50.0,45,1760688976521,technical_skills
Microsoft Office Suite,Advanced,85.0,33,1760688955200,technical_skills
Market Research & Competitor Analysis,Intermediate,70.0,33,1760688955200,technical_skills
Canva,Intermediate,60.0,33,1760688955200,technical_skills
Photoshop (Basic),Beginner,40.0,33,1760688955200,technical_skills
Illustrator (Basic),Beginner,40.0,33,1760688955200,technical_skills
Capcut,Beginner,40.0,33,1760688955200,technical_skills
Canva,Intermediate,75.0,40,1760688992563,technical_skills
Adobe Illustrator,Beginner,50.0,40,1760688992563,technical_skills
CapCut,Beginner,50.0,40,1760688992563,technical_skills
Microsoft Word & Excel,Intermediate,70.0,40,1760688992563,technical_skills
Financial Planning & Budgeting,Advanced,85.0,46,1760688997052,technical_skills
Data Analysis & ROI Evaluation,Advanced,80.0,46,1760688997052,technical_skills
Cost Optimization,Intermediate,70.0,46,1760688997052,technical_skills
Livestream Performance Tracking,Intermediate,65.0,46,1760688997052,technical_skills
Digital Marketing Coordination,Intermediate,75.0,46,1760688997052,technical_skills
Content creation & brand storytelling,Advanced,80.0,46,1760688997052,technical_skills
Creative ideation & campaign planning,Advanced,85.0,46,1760688997052,technical_skills
"Microsoft Office (Excel, PowerPoint, Word)",Advanced,90.0,46,1760688997052,technical_skills
Google Sheets & Data Visualization,Advanced,88.0,46,1760688997052,technical_skills
Market Research,Intermediate,75.0,43,1760689005788,technical_skills
Digital Performance Analysis,Beginner,60.0,43,1760689005788,technical_skills
Content Creation,Intermediate,70.0,43,1760689005788,technical_skills
Office Technology,Intermediate,60.0,44,1760689008868,technical_skills
Filming and photography,Intermediate,60.0,44,1760689008868,technical_skills
Edit video,Intermediate,60.0,44,1760689008868,technical_skills
Design and slide making skills,Intermediate,60.0,44,1760689008868,technical_skills
Event & Marketing Plan Execution,Intermediate,65.0,47,1760689141312,technical_skills
Microsoft Office,Advanced,80.0,47,1760689141312,technical_skills
Canva design,Intermediate,60.0,47,1760689141312,technical_skills
Video editing (CapCut),Intermediate,60.0,47,1760689141312,technical_skills
Integrated Marketing Communications,Advanced,80.0,48,1760689163736,technical_skills
Campaign Planning & Execution,Advanced,70.0,48,1760689163736,technical_skills
Computer & Office Skills,Intermediate,60.0,48,1760689163736,technical_skills
"Design Skills (Canva, Capcut)",Advanced,70.0,48,1760689163736,technical_skills
Microsoft Office,Intermediate,70.0,49,1760689298587,technical_skills
Canva,Intermediate,65.0,49,1760689298587,technical_skills
Branding,Intermediate,60.0,49,1760689298587,technical_skills
Capcut,Beginner,50.0,49,1760689298587,technical_skills
Content writing,Intermediate,60.0,49,1760689298587,technical_skills
CRM software,Intermediate,70.0,50,1760689320596,technical_skills
Project Management,Expert,90.0,50,1760689320596,technical_skills
Market Research,Advanced,85.0,50,1760689320596,technical_skills
Clinical Trial Management,Expert,90.0,50,1760689320596,technical_skills
MS Office,Advanced,80.0,50,1760689320596,technical_skills
Design Skills,Advanced,70.0,51,1760689480835,technical_skills
AI Usage Skills,Intermediate,60.0,51,1760689480835,technical_skills
"Office informatics (Word, Excel)",Intermediate,70.0,52,1760689493510,technical_skills
Design (Canva),Intermediate,65.0,52,1760689493510,technical_skills
Photography,Intermediate,60.0,52,1760689493510,technical_skills
Edit video (Capcut),Intermediate,65.0,52,1760689493510,technical_skills
Espresso machine operation,Advanced,85.0,53,1760689577258,technical_skills
Stock inventory audits,Intermediate,70.0,53,1760689577258,technical_skills
Cash handling & balancing,Intermediate,75.0,53,1760689577258,technical_skills
Store cleaning & maintenance,Beginner,60.0,53,1760689577258,technical_skills
"Microsoft Office (Word, Excel, PowerPoint)",Intermediate,70.0,54,1760689611457,technical_skills
Canva (Basic Design),Beginner,50.0,54,1760689611457,technical_skills
"Visual Design (Canva, CapCut)",Advanced,80.0,55,1760689635955,technical_skills
"Content Creation (Video, Poster)",Advanced,75.0,55,1760689635955,technical_skills
Social Media Management,Intermediate,70.0,55,1760689635955,technical_skills
Brand Communication,Intermediate,65.0,55,1760689635955,technical_skills
Digital Marketing,Intermediate,75.0,56,1760689668723,technical_skills
Content Creation,Intermediate,70.0,56,1760689668723,technical_skills
Market Research & Data Analysis,Intermediate,70.0,56,1760689668723,technical_skills
Presentation & Pitching,Intermediate,70.0,56,1760689668723,technical_skills
Design Tools,Beginner,50.0,56,1760689668723,technical_skills
AI Tools,Beginner,50.0,56,1760689668723,technical_skills
Digital Marketing,Intermediate,75.0,56,1760689700401,technical_skills
Content Creation,Intermediate,70.0,56,1760689700401,technical_skills
Market Research & Data Analysis,Intermediate,70.0,56,1760689700401,technical_skills
Presentation & Pitching,Intermediate,65.0,56,1760689700401,technical_skills
Design Tools,Beginner,50.0,56,1760689700401,technical_skills
AI Tools,Beginner,50.0,56,1760689700401,technical_skills
Digital Marketing,Intermediate,60.0,56,1760689755679,technical_skills
Content Creation,Intermediate,65.0,56,1760689755679,technical_skills
Market Research & Data Analysis,Intermediate,60.0,56,1760689755679,technical_skills
Presentation & Pitching,Intermediate,55.0,56,1760689755679,technical_skills
Design Tools,Beginner,40.0,56,1760689755679,technical_skills
AI Tools,Beginner,30.0,56,1760689755679,technical_skills
Digital Marketing,Intermediate,65.0,56,1760689851620,technical_skills
Content Creation,Intermediate,60.0,56,1760689851620,technical_skills
Market Research & Data Analysis,Intermediate,60.0,56,1760689851620,technical_skills
Presentation & Pitching,Intermediate,55.0,56,1760689851620,technical_skills
"Design Tools (Canva, Adobe Photoshop)",Beginner,40.0,56,1760689851620,technical_skills
"AI Tools (ChatGPT, Gemini, HeyGen)",Beginner,45.0,56,1760689851620,technical_skills
Digital Marketing,Intermediate,70.0,57,1760689864326,technical_skills
Copy Writing,Intermediate,65.0,57,1760689864326,technical_skills
Photography,Beginner,50.0,57,1760689864326,technical_skills
"Visual Design (Canva, CapCut)",Intermediate,65.0,55,1760689881294,technical_skills
"Content Creation (Video, Poster)",Intermediate,60.0,55,1760689881294,technical_skills
Social Media Management,Intermediate,60.0,55,1760689881294,technical_skills
Brand Communication,Intermediate,60.0,55,1760689881294,technical_skills
Digital Marketing,Intermediate,60.0,57,1760689912731,technical_skills
Copywriting,Intermediate,60.0,57,1760689912731,technical_skills
Digital & Social Media Marketing,Intermediate,75.0,58,1760878451941,technical_skills
Content Writing and Editing,Intermediate,70.0,58,1760878451941,technical_skills
CapCut,Beginner,50.0,58,1760878451941,technical_skills
Canva,Intermediate,60.0,58,1760878451941,technical_skills
MS Office & Basic Data Entry,Intermediate,65.0,58,1760878451941,technical_skills
Microsoft Excel,Advanced,85.0,59,1760943918829,technical_skills
PowerBI,Intermediate,75.0,59,1760943918829,technical_skills
SQL Workbench,Intermediate,70.0,59,1760943918829,technical_skills
Microsoft PowerPoint,Intermediate,75.0,59,1760943918829,technical_skills
Microsoft Word,Intermediate,75.0,59,1760943918829,technical_skills
MYOB AccountingRight,Beginner,60.0,59,1760943918829,technical_skills
Social Media Management,Intermediate,70.0,59,1760943918829,technical_skills
Microsoft Excel,Advanced,80.0,60,1760943981578,technical_skills
Microsoft Word,Advanced,70.0,60,1760943981578,technical_skills
Microsoft PowerPoint,Advanced,70.0,60,1760943981578,technical_skills
SQL Workbench,Intermediate,60.0,60,1760943981578,technical_skills
PowerBI,Intermediate,65.0,60,1760943981578,technical_skills
MYOB AccountingRight,Beginner,50.0,60,1760943981578,technical_skills
Java,Advanced,90.0,61,1760956915046,technical_skills
Spring Boot,Advanced,85.0,61,1760956915046,technical_skills
ReactJS,Advanced,80.0,61,1760956915046,technical_skills
Node.js,Intermediate,70.0,61,1760956915046,technical_skills
Express.js,Intermediate,65.0,61,1760956915046,technical_skills
Microservices architecture,Advanced,75.0,61,1760956915046,technical_skills
Integration Testing,Intermediate,60.0,61,1760956915046,technical_skills
CI/CD automation,Intermediate,60.0,61,1760956915046,technical_skills
Cloud deployment,Beginner,50.0,61,1760956915046,technical_skills
Python,Expert,90.0,62,1761015801597,technical_skills
R,Intermediate,80.0,62,1761015801597,technical_skills
SQL,Advanced,85.0,62,1761015801597,technical_skills
Machine Learning,Advanced,80.0,62,1761015801597,technical_skills
ETL,Intermediate,70.0,62,1761015801597,technical_skills
Data Warehousing,Intermediate,70.0,62,1761015801597,technical_skills
Power BI,Advanced,85.0,62,1761015801597,technical_skills
Tableau,Intermediate,75.0,62,1761015801597,technical_skills
GitHub,Intermediate,70.0,62,1761015801597,technical_skills
Shell Scripting,Intermediate,65.0,62,1761015801597,technical_skills
Python,Expert,90.0,62,1761016732393,technical_skills
R,Intermediate,75.0,62,1761016732393,technical_skills
SQL,Advanced,85.0,62,1761016732393,technical_skills
Power BI,Advanced,80.0,62,1761016732393,technical_skills
Tableau,Intermediate,70.0,62,1761016732393,technical_skills
Pandas,Advanced,80.0,62,1761016732393,technical_skills
NumPy,Advanced,80.0,62,1761016732393,technical_skills
Matplotlib,Intermediate,70.0,62,1761016732393,technical_skills
Scikit-learn,Advanced,80.0,62,1761016732393,technical_skills
Data Warehousing,Advanced,80.0,62,1761016732393,technical_skills
ETL,Advanced,80.0,62,1761016732393,technical_skills
GitHub,Intermediate,70.0,62,1761016732393,technical_skills
Shell Scripting,Beginner,60.0,62,1761016732393,technical_skills
ggplot2,Intermediate,70.0,62,1761016732393,technical_skills
Jupyter Notebook,Intermediate,70.0,62,1761016732393,technical_skills
Microsoft Office Suite,Advanced,80.0,62,1761016732393,technical_skills
Java,Expert,90.0,61,1761017207922,technical_skills
Spring Boot,Advanced,80.0,61,1761017207922,technical_skills
ReactJS,Advanced,80.0,61,1761017207922,technical_skills
Node.js,Intermediate,60.0,61,1761017207922,technical_skills
Express.js,Intermediate,60.0,61,1761017207922,technical_skills
Microservices Architecture,Advanced,75.0,61,1761017207922,technical_skills
CI/CD Automation,Intermediate,65.0,61,1761017207922,technical_skills
Cloud Deployment,Intermediate,65.0,61,1761017207922,technical_skills
Java (Spring Boot),Expert,95.0,61,1761299730848,technical_skills
ReactJS,Advanced,85.0,61,1761299730848,technical_skills
Node.js,Intermediate,75.0,61,1761299730848,technical_skills
Express.js,Intermediate,75.0,61,1761299730848,technical_skills
Microservices Architecture,Advanced,80.0,61,1761299730848,technical_skills
Cloud Deployment,Intermediate,70.0,61,1761299730848,technical_skills
CI/CD Automation,Intermediate,70.0,61,1761299730848,technical_skills
Unit Testing & Debugging,Intermediate,75.0,61,1761299730848,technical_skills
Opera System,Intermediate,60.0,24,1761536612482,technical_skills
Python,Advanced,85.0,63,1761563204683,technical_skills
C#,Advanced,80.0,63,1761563204683,technical_skills
Java,Intermediate,70.0,63,1761563204683,technical_skills
Javascript,Intermediate,70.0,63,1761563204683,technical_skills
MySQL,Advanced,80.0,63,1761563204683,technical_skills
MongoDB,Intermediate,70.0,63,1761563204683,technical_skills
SQL Server,Intermediate,65.0,63,1761563204683,technical_skills
OpenSearch,Intermediate,60.0,63,1761563204683,technical_skills
ASP.NET,Advanced,80.0,63,1761563204683,technical_skills
WPF/WinForm,Advanced,80.0,63,1761563204683,technical_skills
FastAPI,Intermediate,70.0,63,1761563204683,technical_skills
FlaskAPI,Intermediate,65.0,63,1761563204683,technical_skills
ReactJS,Intermediate,65.0,63,1761563204683,technical_skills
PyTorch,Intermediate,70.0,63,1761563204683,technical_skills
Scikit-learn,Intermediate,70.0,63,1761563204683,technical_skills
TensorFlow,Intermediate,70.0,63,1761563204683,technical_skills
"AWS (EC2, S3, Redshift, Glue, Athena)",Intermediate,65.0,63,1761563204683,technical_skills
"Azure (DevOps, SQL, Function)",Intermediate,65.0,63,1761563204683,technical_skills
Docker,Intermediate,65.0,63,1761563204683,technical_skills
Spark,Intermediate,65.0,63,1761563204683,technical_skills
Kafka,Intermediate,65.0,63,1761563204683,technical_skills
Java,Intermediate,60.0,64,1761711805580,technical_skills
Microsoft Word,Beginner,40.0,64,1761711805580,technical_skills
Microsoft PowerPoint,Beginner,40.0,64,1761711805580,technical_skills
Microsoft Excel,Beginner,40.0,64,1761711805580,technical_skills
Marketing Strategy,Expert,,12,1761737685422,technical_skills
Market Research,Advanced,,12,1761737685422,technical_skills
Budget Management,Advanced,,12,1761737685422,technical_skills
HTML/CSS,Advanced,,65,1761790081236,technical_skills
TypeScript,Advanced,,65,1761790081236,technical_skills
JavaScript,Advanced,,65,1761790081236,technical_skills
ReactJS,Advanced,,65,1761790081236,technical_skills
Node.js,Advanced,,65,1761790081236,technical_skills
Material UI,Intermediate,,65,1761790081236,technical_skills
Zustand,Intermediate,,65,1761790081236,technical_skills
ShadcnUI,Beginner,,65,1761790081236,technical_skills
PostgreSQL,Intermediate,,65,1761790081236,technical_skills
MongoDB,Intermediate,,65,1761790081236,technical_skills
MySQL,Intermediate,,65,1761790081236,technical_skills
Docker,Intermediate,,65,1761790081236,technical_skills
Git,Advanced,,65,1761790081236,technical_skills
GitHub Actions,Intermediate,,65,1761790081236,technical_skills
Azure,Intermediate,,65,1761790081236,technical_skills
CI/CD,Intermediate,,65,1761790081236,technical_skills
TDD,Intermediate,,65,1761790081236,technical_skills
Microservices,Intermediate,,65,1761790081236,technical_skills
RESTful APIs,Advanced,,65,1761790081236,technical_skills
OpenAI integrations,Intermediate,,65,1761790081236,technical_skills
Python,Advanced,,66,1761791782304,technical_skills
C++,Intermediate,,66,1761791782304,technical_skills
JavaScript,Intermediate,,66,1761791782304,technical_skills
HTML,Intermediate,,66,1761791782304,technical_skills
CSS,Intermediate,,66,1761791782304,technical_skills
SQL,Intermediate,,66,1761791782304,technical_skills
R,Intermediate,,66,1761791782304,technical_skills
Tableau,Intermediate,,66,1761791782304,technical_skills
SPSS,Intermediate,,66,1761791782304,technical_skills
Qualtrics,Intermediate,,66,1761791782304,technical_skills
Microsoft Suite,Advanced,,66,1761791782304,technical_skills
Google Suite,Advanced,,66,1761791782304,technical_skills
SQL,Advanced,,67,1761792492896,technical_skills
Python,Advanced,,67,1761792492896,technical_skills
RESTful APIs,Intermediate,,67,1761792492896,technical_skills
Data modeling,Intermediate,,67,1761792492896,technical_skills
CI/CD pipelines,Intermediate,,67,1761792492896,technical_skills
Microservices,Intermediate,,67,1761792492896,technical_skills
System architecture,Intermediate,,67,1761792492896,technical_skills
API contracts,Intermediate,,67,1761792492896,technical_skills
Excel modeling,Intermediate,,67,1761792492896,technical_skills
Performance benchmarking,Intermediate,,67,1761792492896,technical_skills
JIRA,Advanced,,67,1761792492896,technical_skills
Confluence,Intermediate,,67,1761792492896,technical_skills
Postman,Advanced,,67,1761792492896,technical_skills
GitHub,Advanced,,67,1761792492896,technical_skills
Figma,Intermediate,,67,1761792492896,technical_skills
Miro,Intermediate,,67,1761792492896,technical_skills
Lucidchart,Intermediate,,67,1761792492896,technical_skills
Excel,Advanced,,68,1762167836842,technical_skills
Power BI,Beginner,,68,1762167836842,technical_skills
POS Systems,Intermediate,,68,1762167836842,technical_skills
RFID,Intermediate,,68,1762167836842,technical_skills
Digital Marketing Strategy,Expert,,69,1762415067297,technical_skills
Strategic Partnership,Expert,,69,1762415067297,technical_skills
Business Development,Expert,,69,1762415067297,technical_skills
Sustainability & ESG Planning,Advanced,,69,1762415067297,technical_skills
Strategic planning,Expert,,70,1762418593592,technical_skills
Stakeholder engagement,Expert,,70,1762418593592,technical_skills
Partnership management,Expert,,70,1762418593592,technical_skills
Selenium,Expert,,21,1762786886281,technical_skills
Appium,Expert,,21,1762786886281,technical_skills
Cypress,Advanced,,21,1762786886281,technical_skills
JUnit,Advanced,,21,1762786886281,technical_skills
TestNG,Advanced,,21,1762786886281,technical_skills
Java,Advanced,,21,1762786886281,technical_skills
Python,Intermediate,,21,1762786886281,technical_skills
JavaScript,Intermediate,,21,1762786886281,technical_skills
JIRA,Advanced,,21,1762786886281,technical_skills
TestRail,Intermediate,,21,1762786886281,technical_skills
Postman,Intermediate,,21,1762786886281,technical_skills
JMeter,Intermediate,,21,1762786886281,technical_skills
SQL,Intermediate,,21,1762786886281,technical_skills
Manual Testing,Intermediate,,71,1762829598215,technical_skills
